CustomerID,Quantity,UnitPrice,Cluster,Cluster_Label,Color
12547.0,134,7.95,0,Regular Customers,C0
12548.0,49,6.720000000000001,0,Regular Customers,C0
12550.0,569,3.0903508771929826,0,Regular Customers,C0
12551.0,100,1.6800000000000002,0,Regular Customers,C0
12552.0,88,9.1155,0,Regular Customers,C0
12553.0,1924,3.151938775510204,0,Regular Customers,C0
12556.0,358,2.6623140495867768,0,Regular Customers,C0
12557.0,4384,2.1766666666666667,0,Regular Customers,C0
12558.0,0,1.25,0,Regular Customers,C0
12559.0,281,3.9672727272727273,0,Regular Customers,C0
12560.0,1078,2.8450450450450453,0,Regular Customers,C0
12561.0,177,2.964375,0,Regular Customers,C0
12562.0,1779,3.188214285714286,0,Regular Customers,C0
12564.0,133,5.576190476190476,0,Regular Customers,C0
12565.0,75,2.411,0,Regular Customers,C0
12566.0,264,3.9560000000000004,0,Regular Customers,C0
12567.0,4089,3.363606911447084,0,Regular Customers,C0
12569.0,1793,5.558376963350786,0,Regular Customers,C0
12571.0,523,1.3205882352941176,0,Regular Customers,C0
12572.0,450,4.344677419354839,0,Regular Customers,C0
12573.0,84,2.0964285714285715,0,Regular Customers,C0
12574.0,61,5.2,0,Regular Customers,C0
12576.0,964,2.410674157303371,0,Regular Customers,C0
12577.0,466,1.8531756756756756,0,Regular Customers,C0
12578.0,1171,3.1083333333333334,0,Regular Customers,C0
12579.0,278,3.766774193548387,0,Regular Customers,C0
12580.0,238,2.6075,0,Regular Customers,C0
12581.0,161,2.8926666666666665,0,Regular Customers,C0
12582.0,300,5.2318181818181815,0,Regular Customers,C0
12583.0,5009,3.1525099601593625,0,Regular Customers,C0
12584.0,354,7.445238095238095,0,Regular Customers,C0
12585.0,1258,3.497422680412371,0,Regular Customers,C0
12586.0,77,4.55,0,Regular Customers,C0
12587.0,51,11.56,0,Regular Customers,C0
12588.0,53,9.58,0,Regular Customers,C0
12589.0,306,4.502857142857143,0,Regular Customers,C0
12590.0,4279,10.26657142857143,0,Regular Customers,C0
12591.0,228,3.7807692307692307,0,Regular Customers,C0
12592.0,290,3.311111111111111,0,Regular Customers,C0
12593.0,206,2.6523809523809527,0,Regular Customers,C0
12594.0,1776,3.1489915966386555,0,Regular Customers,C0
12596.0,474,4.405555555555556,0,Regular Customers,C0
12597.0,2187,3.983691588785047,0,Regular Customers,C0
12598.0,1940,2.827593984962406,0,Regular Customers,C0
12599.0,956,2.9962903225806454,0,Regular Customers,C0
12600.0,773,5.666461538461538,0,Regular Customers,C0
12601.0,244,6.545172413793104,0,Regular Customers,C0
12602.0,162,1.9708333333333332,0,Regular Customers,C0
12603.0,64,9.65,0,Regular Customers,C0
12604.0,201,2.59125,0,Regular Customers,C0
12605.0,-4,1.8,0,Regular Customers,C0
12607.0,0,2.1577227722772276,0,Regular Customers,C0
12609.0,648,3.5178333333333334,0,Regular Customers,C0
12610.0,1028,4.9168468468468465,0,Regular Customers,C0
12611.0,846,2.675076923076923,0,Regular Customers,C0
12612.0,251,4.487619047619048,0,Regular Customers,C0
12613.0,1596,2.9307361963190184,0,Regular Customers,C0
12614.0,76,5.61,0,Regular Customers,C0
12615.0,1376,3.0896190476190477,0,Regular Customers,C0
12616.0,273,4.054166666666666,0,Regular Customers,C0
12617.0,213,1.903095238095238,0,Regular Customers,C0
12618.0,96,6.6381818181818195,0,Regular Customers,C0
12619.0,3354,10.848105263157894,0,Regular Customers,C0
12620.0,1181,2.1478260869565218,0,Regular Customers,C0
12621.0,7404,2.8979957805907173,0,Regular Customers,C0
12622.0,69,5.739090909090909,0,Regular Customers,C0
12623.0,191,2.628888888888889,0,Regular Customers,C0
12624.0,355,3.8721052631578945,0,Regular Customers,C0
12625.0,1577,2.3147252747252747,0,Regular Customers,C0
12626.0,3350,2.8403908794788273,0,Regular Customers,C0
12627.0,2752,2.937913043478261,0,Regular Customers,C0
12628.0,445,3.677674418604651,0,Regular Customers,C0
12630.0,548,4.48640625,0,Regular Customers,C0
12631.0,236,4.537096774193548,0,Regular Customers,C0
12633.0,1149,3.1774757281553403,0,Regular Customers,C0
12635.0,1172,2.522079207920792,0,Regular Customers,C0
12637.0,2990,2.690837563451777,0,Regular Customers,C0
12638.0,577,2.56,0,Regular Customers,C0
12639.0,201,4.918181818181818,0,Regular Customers,C0
12640.0,311,5.716981132075472,0,Regular Customers,C0
12641.0,72,6.964999999999999,0,Regular Customers,C0
12642.0,552,3.5906382978723403,0,Regular Customers,C0
12643.0,1808,5.187916666666666,0,Regular Customers,C0
12644.0,325,2.8045161290322578,0,Regular Customers,C0
12645.0,1072,2.598108108108108,0,Regular Customers,C0
12646.0,897,2.387111111111111,0,Regular Customers,C0
12647.0,1420,5.44265625,0,Regular Customers,C0
12648.0,160,3.1723809523809527,0,Regular Customers,C0
12649.0,574,2.6336363636363633,0,Regular Customers,C0
12650.0,254,1.9344999999999999,0,Regular Customers,C0
12651.0,78,2.244444444444445,0,Regular Customers,C0
12652.0,502,2.8337254901960787,0,Regular Customers,C0
12653.0,919,2.5909302325581396,0,Regular Customers,C0
12654.0,264,4.420526315789473,0,Regular Customers,C0
12656.0,1708,4.478692307692308,0,Regular Customers,C0
12657.0,654,5.080892857142857,0,Regular Customers,C0
12658.0,320,4.114444444444445,0,Regular Customers,C0
12659.0,105,5.308,0,Regular Customers,C0
12660.0,127,3.8653846153846154,0,Regular Customers,C0
12662.0,2040,3.1960775862068966,0,Regular Customers,C0
12664.0,1202,11.266842105263157,0,Regular Customers,C0
12665.0,36,5.4375,0,Regular Customers,C0
12666.0,-56,4.03,0,Regular Customers,C0
12667.0,395,3.624242424242424,0,Regular Customers,C0
12668.0,1595,3.403809523809524,0,Regular Customers,C0
12669.0,1114,24.74686274509804,0,Regular Customers,C0
12670.0,1391,3.202127659574468,0,Regular Customers,C0
12672.0,78,3.79,0,Regular Customers,C0
12673.0,351,2.9283333333333337,0,Regular Customers,C0
12674.0,1102,3.1942857142857144,0,Regular Customers,C0
12676.0,670,7.0282222222222215,0,Regular Customers,C0
12678.0,10899,6.49622754491018,0,Regular Customers,C0
12679.0,530,3.8416071428571428,0,Regular Customers,C0
12680.0,443,3.637884615384615,0,Regular Customers,C0
12681.0,7518,3.1915015479876163,0,Regular Customers,C0
12682.0,5575,3.7501523809523807,0,Regular Customers,C0
12683.0,4903,2.812817679558011,0,Regular Customers,C0
12684.0,1985,2.5359999999999996,0,Regular Customers,C0
12685.0,1523,3.0710191082802547,0,Regular Customers,C0
12686.0,107,3.2585714285714285,0,Regular Customers,C0
12688.0,3028,4.124736842105263,0,Regular Customers,C0
12689.0,628,2.8519444444444444,0,Regular Customers,C0
12690.0,106,5.5268749999999995,0,Regular Customers,C0
12691.0,394,5.0359375,0,Regular Customers,C0
12693.0,250,5.509024390243902,0,Regular Customers,C0
12694.0,509,3.901621621621622,0,Regular Customers,C0
12695.0,220,4.785555555555556,0,Regular Customers,C0
12697.0,499,4.899302325581395,0,Regular Customers,C0
12700.0,2963,2.733814814814815,0,Regular Customers,C0
12701.0,678,3.0907547169811322,0,Regular Customers,C0
12702.0,53,5.441666666666666,0,Regular Customers,C0
12703.0,161,2.6522727272727273,0,Regular Customers,C0
12704.0,1003,7.174444444444445,0,Regular Customers,C0
12705.0,3973,2.8283045977011496,0,Regular Customers,C0
12707.0,256,3.236666666666667,0,Regular Customers,C0
12708.0,1270,4.163620689655173,0,Regular Customers,C0
12709.0,3832,3.759027237354086,0,Regular Customers,C0
12710.0,849,2.8831645569620252,0,Regular Customers,C0
12712.0,1044,6.613591549295775,0,Regular Customers,C0
12713.0,508,2.503421052631579,0,Regular Customers,C0
12714.0,3069,2.391891891891892,0,Regular Customers,C0
12715.0,197,3.401904761904762,0,Regular Customers,C0
12716.0,708,2.665797101449275,0,Regular Customers,C0
12717.0,505,5.479464285714286,0,Regular Customers,C0
12718.0,203,2.7221052631578946,0,Regular Customers,C0
12719.0,361,3.5595238095238093,0,Regular Customers,C0
12720.0,4654,2.749470752089137,0,Regular Customers,C0
12721.0,1954,3.106585365853659,0,Regular Customers,C0
12722.0,560,4.408245614035088,0,Regular Customers,C0
12723.0,434,3.2023188405797103,0,Regular Customers,C0
12724.0,445,3.721132075471698,0,Regular Customers,C0
12725.0,164,4.104166666666667,0,Regular Customers,C0
12726.0,3143,2.106693548387097,0,Regular Customers,C0
12727.0,2085,3.3080141843971633,0,Regular Customers,C0
12728.0,419,4.669347826086956,0,Regular Customers,C0
12729.0,233,3.701538461538462,0,Regular Customers,C0
12731.0,8366,3.3601083032490973,0,Regular Customers,C0
12732.0,111,3.5225000000000004,0,Regular Customers,C0
12733.0,137,3.372727272727273,0,Regular Customers,C0
12734.0,88,1.185,0,Regular Customers,C0
12735.0,368,5.416279069767441,0,Regular Customers,C0
12736.0,173,5.58,0,Regular Customers,C0
12738.0,148,3.95,0,Regular Customers,C0
12739.0,486,4.008421052631578,0,Regular Customers,C0
12740.0,342,2.074074074074074,0,Regular Customers,C0
12743.0,319,3.038582089552239,0,Regular Customers,C0
12744.0,5234,109.64580786026201,0,Regular Customers,C0
12747.0,1275,4.3678640776699025,0,Regular Customers,C0
12748.0,24210,3.256268849633779,0,Regular Customers,C0
12749.0,1422,5.071428571428571,0,Regular Customers,C0
12750.0,137,4.62,0,Regular Customers,C0
12752.0,2262,2.2941509433962266,0,Regular Customers,C0
12753.0,11250,2.332130434782609,0,Regular Customers,C0
12754.0,6479,2.0384615384615383,0,Regular Customers,C0
12755.0,866,6.699999999999999,0,Regular Customers,C0
12756.0,144,0.7424999999999999,0,Regular Customers,C0
12757.0,2385,21.31363395225464,0,Regular Customers,C0
12758.0,2135,1.700618556701031,0,Regular Customers,C0
12759.0,902,3.2154736842105267,0,Regular Customers,C0
12762.0,1227,2.736086956521739,0,Regular Customers,C0
12763.0,316,1.7716666666666667,0,Regular Customers,C0
12764.0,386,5.387555555555555,0,Regular Customers,C0
12766.0,3646,3.070806451612903,0,Regular Customers,C0
12769.0,356,4.45625,0,Regular Customers,C0
12770.0,743,2.625,0,Regular Customers,C0
12772.0,556,3.7007272727272724,0,Regular Customers,C0
12775.0,853,3.844328358208955,0,Regular Customers,C0
12778.0,824,3.793529411764706,0,Regular Customers,C0
12779.0,1996,3.68937106918239,0,Regular Customers,C0
12781.0,592,2.9383333333333335,0,Regular Customers,C0
12782.0,1070,3.788411214953271,0,Regular Customers,C0
12783.0,622,19.177209302325583,0,Regular Customers,C0
12784.0,300,2.8015254237288136,0,Regular Customers,C0
12785.0,128,4.645333333333332,0,Regular Customers,C0
12787.0,261,3.998,0,Regular Customers,C0
12789.0,4,22.9625,0,Regular Customers,C0
12790.0,166,3.948571428571429,0,Regular Customers,C0
12791.0,97,8.425,0,Regular Customers,C0
12792.0,217,3.5096,0,Regular Customers,C0
12793.0,295,3.91,0,Regular Customers,C0
12794.0,592,2.077111111111111,0,Regular Customers,C0
12795.0,68,7.695,0,Regular Customers,C0
12797.0,79,4.445294117647059,0,Regular Customers,C0
12798.0,5256,1.0474999999999999,0,Regular Customers,C0
12802.0,302,2.4711538461538463,0,Regular Customers,C0
12808.0,188,4.0460714285714285,0,Regular Customers,C0
12809.0,219,4.430000000000001,0,Regular Customers,C0
12811.0,230,4.12258064516129,0,Regular Customers,C0
12812.0,164,2.0686666666666667,0,Regular Customers,C0
12814.0,49,20.895,0,Regular Customers,C0
12815.0,379,5.401489361702128,0,Regular Customers,C0
12816.0,128,8.832758620689654,0,Regular Customers,C0
12817.0,53,12.0725,0,Regular Customers,C0
12818.0,923,6.360625,0,Regular Customers,C0
12820.0,722,1.9047457627118642,0,Regular Customers,C0
12821.0,70,2.4983333333333335,0,Regular Customers,C0
12822.0,548,2.953404255319149,0,Regular Customers,C0
12823.0,230,7.65,0,Regular Customers,C0
12824.0,232,2.5356,0,Regular Customers,C0
12826.0,1054,1.9188297872340425,0,Regular Customers,C0
12827.0,197,2.8680000000000003,0,Regular Customers,C0
12828.0,494,3.09,0,Regular Customers,C0
12829.0,375,12.833333333333334,0,Regular Customers,C0
12830.0,9847,2.756923076923077,0,Regular Customers,C0
12831.0,135,3.066666666666667,0,Regular Customers,C0
12832.0,195,2.928888888888889,0,Regular Customers,C0
12833.0,156,5.44125,0,Regular Customers,C0
12834.0,110,4.893888888888889,0,Regular Customers,C0
12836.0,1064,4.287828571428571,0,Regular Customers,C0
12837.0,24,6.745833333333334,0,Regular Customers,C0
12838.0,359,2.3197560975609757,0,Regular Customers,C0
12839.0,3804,1.9275316455696203,0,Regular Customers,C0
12840.0,1505,2.0479310344827586,0,Regular Customers,C0
12841.0,2683,2.3820501138952164,0,Regular Customers,C0
12842.0,547,4.3302941176470595,0,Regular Customers,C0
12843.0,753,3.4112037037037037,0,Regular Customers,C0
12844.0,125,2.631153846153846,0,Regular Customers,C0
12845.0,204,2.7903703703703706,0,Regular Customers,C0
12847.0,909,1.3392307692307692,0,Regular Customers,C0
12849.0,623,2.8945098039215686,0,Regular Customers,C0
12851.0,109,1.9465999999999999,0,Regular Customers,C0
12852.0,145,3.5450000000000004,0,Regular Customers,C0
12853.0,782,4.256428571428572,0,Regular Customers,C0
12854.0,622,2.961391304347826,0,Regular Customers,C0
12855.0,30,1.55,0,Regular Customers,C0
12856.0,1076,2.5737539432176657,0,Regular Customers,C0
12857.0,343,4.142391304347826,0,Regular Customers,C0
12863.0,186,4.2283333333333335,0,Regular Customers,C0
12864.0,216,0.6566666666666666,0,Regular Customers,C0
12865.0,877,3.091041666666667,0,Regular Customers,C0
12866.0,171,4.4157692307692304,0,Regular Customers,C0
12867.0,4274,1.3411433756805808,0,Regular Customers,C0
12868.0,928,2.611682242990654,0,Regular Customers,C0
12870.0,-2,7.449999999999999,0,Regular Customers,C0
12871.0,200,2.110909090909091,0,Regular Customers,C0
12872.0,319,2.4956060606060606,0,Regular Customers,C0
12873.0,128,4.0375,0,Regular Customers,C0
12875.0,2019,0.17,0,Regular Customers,C0
12876.0,1941,2.2544705882352942,0,Regular Customers,C0
12877.0,1178,1.8988961038961039,0,Regular Customers,C0
12878.0,536,2.000612244897959,0,Regular Customers,C0
12879.0,363,2.018333333333333,0,Regular Customers,C0
12881.0,21,32.971428571428575,0,Regular Customers,C0
12882.0,246,6.437692307692307,0,Regular Customers,C0
12883.0,196,5.926904761904762,0,Regular Customers,C0
12884.0,43,15.984285714285715,0,Regular Customers,C0
12885.0,654,3.778611111111111,0,Regular Customers,C0
12886.0,761,3.745,0,Regular Customers,C0
12888.0,68,5.932857142857143,0,Regular Customers,C0
12890.0,259,1.8129268292682927,0,Regular Customers,C0
12891.0,950,0.3666666666666667,0,Regular Customers,C0
12893.0,96,2.2108823529411765,0,Regular Customers,C0
12895.0,204,3.3083333333333336,0,Regular Customers,C0
12897.0,110,2.7,0,Regular Customers,C0
12901.0,20915,1.51352,0,Regular Customers,C0
12902.0,66,5.619,0,Regular Customers,C0
12904.0,302,3.085,0,Regular Customers,C0
12906.0,1749,2.551904761904762,0,Regular Customers,C0
12908.0,0,0.5225,0,Regular Customers,C0
12909.0,1270,6.693854166666667,0,Regular Customers,C0
12910.0,1692,2.0928,0,Regular Customers,C0
12912.0,670,2.7191666666666667,0,Regular Customers,C0
12913.0,1419,2.9248000000000003,0,Regular Customers,C0
12915.0,93,6.788636363636363,0,Regular Customers,C0
12916.0,1111,4.129816513761468,0,Regular Customers,C0
12917.0,120,4.95,0,Regular Customers,C0
12919.0,668,2.7715384615384617,0,Regular Customers,C0
12920.0,129,3.8410714285714285,0,Regular Customers,C0
12921.0,9454,2.391417004048583,0,Regular Customers,C0
12922.0,370,1.627857142857143,0,Regular Customers,C0
12923.0,69,2.936551724137931,0,Regular Customers,C0
12924.0,480,3.206451612903226,0,Regular Customers,C0
12925.0,541,2.310222222222222,0,Regular Customers,C0
12928.0,1472,1.9426190476190477,0,Regular Customers,C0
12929.0,36,7.7444444444444445,0,Regular Customers,C0
12930.0,250,2.991481481481481,0,Regular Customers,C0
12931.0,23377,1.7208823529411765,0,Regular Customers,C0
12933.0,498,2.6339252336448595,0,Regular Customers,C0
12935.0,1852,2.0493846153846156,0,Regular Customers,C0
12936.0,539,2.041428571428572,0,Regular Customers,C0
12937.0,1007,2.371666666666667,0,Regular Customers,C0
12938.0,140,1.271111111111111,0,Regular Customers,C0
12939.0,4876,2.403404255319149,0,Regular Customers,C0
12940.0,406,3.99368932038835,0,Regular Customers,C0
12942.0,203,4.1378666666666675,0,Regular Customers,C0
12943.0,-1,3.75,0,Regular Customers,C0
12944.0,289,3.1886666666666668,0,Regular Customers,C0
12945.0,165,4.95,0,Regular Customers,C0
12947.0,1157,4.261844660194175,0,Regular Customers,C0
12948.0,1077,2.9466101694915254,0,Regular Customers,C0
12949.0,2363,2.856666666666667,0,Regular Customers,C0
12950.0,1380,1.3891304347826086,0,Regular Customers,C0
12951.0,500,3.1481538461538463,0,Regular Customers,C0
12952.0,652,4.0737499999999995,0,Regular Customers,C0
12953.0,84,6.647058823529412,0,Regular Customers,C0
12955.0,3642,1.6991256830601094,0,Regular Customers,C0
12956.0,34,4.365263157894737,0,Regular Customers,C0
12957.0,2531,2.832909836065574,0,Regular Customers,C0
12962.0,129,2.985625,0,Regular Customers,C0
12963.0,873,3.2808333333333333,0,Regular Customers,C0
12965.0,283,3.6638532110091746,0,Regular Customers,C0
12966.0,75,3.4230000000000005,0,Regular Customers,C0
12967.0,243,5.745151515151515,0,Regular Customers,C0
12968.0,73,3.29,0,Regular Customers,C0
12970.0,310,2.0307947019867547,0,Regular Customers,C0
12971.0,9203,2.3209415584415587,0,Regular Customers,C0
12974.0,24,7.7,0,Regular Customers,C0
12976.0,561,1.5345454545454544,0,Regular Customers,C0
12977.0,12,4.23,0,Regular Customers,C0
12980.0,864,16.501250000000002,0,Regular Customers,C0
12981.0,242,1.6235,0,Regular Customers,C0
12982.0,278,1.743529411764706,0,Regular Customers,C0
12984.0,26,3.85,0,Regular Customers,C0
12985.0,1413,1.86974358974359,0,Regular Customers,C0
12987.0,217,6.16,0,Regular Customers,C0
12988.0,136,4.110217391304348,0,Regular Customers,C0
12989.0,2915,3.1339705882352944,0,Regular Customers,C0
12990.0,200,2.05,0,Regular Customers,C0
12991.0,405,2.3067741935483874,0,Regular Customers,C0
12993.0,240,2.1377777777777776,0,Regular Customers,C0
12994.0,440,4.175479452054795,0,Regular Customers,C0
12995.0,98,1.598,0,Regular Customers,C0
12997.0,648,3.152388059701493,0,Regular Customers,C0
12999.0,342,2.549285714285714,0,Regular Customers,C0
13000.0,379,3.0125806451612904,0,Regular Customers,C0
13001.0,5497,2.4224853801169592,0,Regular Customers,C0
13002.0,73,2.8214285714285716,0,Regular Customers,C0
13003.0,103,2.25,0,Regular Customers,C0
13004.0,4796,2.011002444987775,0,Regular Customers,C0
13005.0,167,5.444827586206896,0,Regular Customers,C0
13006.0,55,5.295,0,Regular Customers,C0
13008.0,115,1.6753333333333333,0,Regular Customers,C0
13011.0,13,4.216666666666667,0,Regular Customers,C0
